"state","state_abb","county","stcty","FIPS","year","crsi_NaturalEnvironment","IMPACTS_drought","IMPACTS_extremeheat","IMPACTS_flooding","IMPACTS_precipitation","IMPACTS_sealevelrise","IMPACTS_stormsurge","IMPACTS_airqualityoutdoor","IMPACTS_airtemperature","IMPACTS_erosion","IMPACTS_seasonalshift","IMPACTS_vectors","IMPACTS_oceanacidification","IMPACTS_watertemperature","IMPACTS_NA","IMPACTS_extremestormevent","IMPACTS_wind","IMPACTS_ecosystems","IMPACTS_saltwaterintrusion","IMPACTS_extremecold","IMPACTS_airqualityindoor","IMPACTS_","IMPACTS_ecosystemsnaturalresources","IMPACTS_floodingprecipitation","IMPACTS_wildfires","IMPACTS_wildfire","FEATURE_ecosystemsnaturalresources","FEATURE_governmentfloodzonemapping","FEATURE_infrastructurebuilt","FEATURE_infrastructurecommunication","FEATURE_responseemergencydisasterpreparednessmitigation","FEATURE_socialoutreachcommunicationeducation","FEATURE_economiccostbenefitanalysis","FEATURE_economicecosystemservices","FEATURE_governmentbylawsordinancescodes","FEATURE_infrastructuretransportation","FEATURE_socialfoodsecurity","FEATURE_socialpublichealth","FEATURE_infrastructuredrinkingwater","FEATURE_responsedamsafety","FEATURE_socialculturalhistoricalresources","FEATURE_economicresilience","FEATURE_ecosystemscoastalprotection","FEATURE_governmentdownscaleclimatemodeling","FEATURE_infrastructureenergy","FEATURE_socialenvironmentaljustice","FEATURE_socialhousing","FEATURE_socialvulnerablepopulations","FEATURE_infrastructurestormwater","FEATURE_governmentlanduseregulations","FEATURE_infrastructurecoastal","FEATURE_infrastructurewastewater","FEATURE_ecosystemsagricultureforestry","FEATURE_governmentgreenhousegasmitigation","FEATURE_responsedebrismanagement","FEATURE_infrastructuregreen","FEATURE_ecosystemsriverine","FEATURE_socialvulnerablepopulation","PLAN_TYPE_vulnerabilityassessment","PLAN_TYPE_resilienceplan","PLAN_TYPE_femahazardmultihazardmitigationplans","PLAN_TYPE_harbormanagementplan","PLAN_TYPE_adaptationplan","PLAN_TYPE_municipalmasterorcomprehensiveplan","PLAN_TYPE_capitalimprovementsplan","PLAN_TYPE_coastalplan","PLAN_TYPE_casestudy","PLAN_TYPE_climateactionplan","PLAN_TYPE_webpage","PLAN_TYPE_presentation","PLAN_TYPE_measurementandevaluation","PLAN_TYPE_NA","PLAN_TYPE_landuseplanning","PLAN_TYPE_stormwaterplan","PLAN_TYPE_openspaceplan","PLAN_TYPE_zoningordinance","PLAN_TYPE_economicdevelopmentplanorstrategy","PLAN_TYPE_disasterrecoveryplan","PLAN_TYPE_femahazardmultihazardmitigation","PLAN_TYPE_evacuationplan","PLAN_TYPE_climatemitigationdocument","PLAN_TYPE_watershedmanagementplan","PLAN_TYPE_emergencyresponseplan","PLAN_TYPE_historicpreservationplan","PLAN_TYPE_floodplainmanagementplan","PLAN_TYPE_femahazardmitigationplan","PLAN_TYPE_stormwatermanagementplan","PLAN_TYPE_measurementandevaulation","PLAN_TYPE_coastalplanorcoastalelementinotherplan","COMMUNITY_town","COMMUNITY_organization","COMMUNITY_state","COMMUNITY_watershed","COMMUNITY_tribe","total_policy","SPL_THEMES","RPL_THEMES","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","EP_POV150","EPL_POV150","EP_UNEMP","EPL_UNEMP","E_TOTPOP","M_HBURD","M_NOHSDP","M_MINRTY","E_MINRTY","M_SNGPNT","M_MOBILE","E_LIMENG","M_LIMENG","STATE","COUNTY","PC1_imp","PC2_imp","PC3_imp","PC4_imp","PC1_fea","PC2_fea","PC3_fea","PC4_fea","PC1_plan","PC2_plan","PC3_plan","PC4_plan","PC5_plan","M_HBURD_POP","M_NOHSDP_POP","M_MINRTY_POP","M_SNGPNT_POP","M_MOBILE_POP","M_LIMENG_POP","first_treat","id","vulnerability"
NA,NA,NA,"CT_LOWER CONNECTICUT RIVER VALLEY PLANNING REGION","09130",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7214,0.1534,1.1648,0.1145,1.8964,0.1467,0.5065,0.5065,2.1537,0.3229,11.1,0.0353,4.1,0.3668,175244,1117,592,675,32829,520,228,2503,488,"Connecticut","Lower Connecticut River Valley Planning Region",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00637397000753235,0.00337814704069754,0.00385177238593047,0.00296729131953162,0.0013010431170254,0.00278468877679122,0,3,0.1534
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7723,0.5562,NA,NA,NA,NA,NA,NA,NA,NA,1071,0.7215,3.7,0.5481,28937,131,608,45,245,400,407,800,373,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0045270760617894,0.0210111621799081,0.00155510246397346,0.0138231330130974,0.0140650378408266,0.0128900715347133,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.7849,NA,NA,NA,NA,NA,NA,NA,NA,3945,0.7883,634,0.6902,198934,103,5623,8910,245,2383,1259,76334,854,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.000517759658982376,0.0282656559461932,0.0447887238983784,0.0119788472558738,0.00632873214231856,0.00429288105602863,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3007,0.5875,NA,NA,NA,NA,NA,NA,NA,NA,18.3,0.6645,6.8,0.8253,31096,649,575,130,11661,1055,75,1968,104,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0208708515564703,0.018491124260355,0.00418060200668896,0.0339271932081297,0.00241188577308979,0.00334448160535117,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2881,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,5438,0.2835,634,0.7453,122158,226,2058,1906,245,3766,1259,66968,238.6,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00185006303312104,0.0168470341688633,0.0156027439872951,0.0308289264722736,0.010306324596015,0.00195320814027735,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7547,0.8234,NA,NA,NA,NA,NA,NA,NA,NA,72705,0.8198,2257,0.8998,631344,112,11711,78941,1140,24890,6250,66968,60.6,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.000177399325882562,0.0185493170125954,0.125036430218708,0.0394238323322943,0.00989951595326795,9.5985706682886e-05,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION",NA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.7288,721,0.6902,49025,3123,1150,45,1787,231.3,1957,66968,211,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0637021927587965,0.0234574196838348,0.000917899031106578,0.00471800101988781,0.0399184089750127,0.00430392656807751,0,4,NA
NA,NA,NA,"CT_NAUGATUCK VALLEY PLANNING REGION","09140",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3007,0.5641,2.4571,0.4836,2.5642,0.5746,0.7636,0.7636,2.5158,0.5142,16.8,0.1995,6.4,0.7919,451887,1985,1508,995,174201,941,266,16372,1387,"Connecticut","Naugatuck Valley Planning Region",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00439269109312726,0.00333711746520701,0.00220187790310409,0.0020823790018301,0.000588642735905215,0.00306935140864862,0,4,0.5641
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.545,0.2961,NA,NA,NA,NA,NA,NA,NA,NA,21.9,0.1779,3.4,0.2588,123546,632,172,45,2524,695,192,350,119.2,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00511550353714406,0.00139219400061516,0.000364236802486523,0.00562543506062519,0.0015540770239425,0.000964822819030968,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0171,0.1719,NA,NA,NA,NA,NA,NA,NA,NA,23.9,0.1129,8.8,0.7291,17137,1985,337,583,2027,602,261,79,104,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.115831242341133,0.0196650522261773,0.0340199568185797,0.0351286689618953,0.0152302036529147,0.00606874015288557,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,3865,0.5445,634,0.7795,48900,112,1574,8223,2389,1171,1672,68525,234.1,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00229038854805726,0.0321881390593047,0.168159509202454,0.0239468302658487,0.0341922290388548,0.00478732106339468,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7806,0.5614,NA,NA,NA,NA,NA,NA,NA,NA,2522,0.2692,4.6,0.7479,11101,135,391,2577,310,1142,331,1727,1276.2,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0121610665705792,0.0352220520673813,0.232141248536168,0.102873614989641,0.0298171335915683,0.114962615980542,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.151,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,24.8,0.1995,6.6,0.4679,28937,1117,354,3529,9694,167.8,334,106,190,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0386010989390745,0.0122334727165912,0.121954591008052,0.00579880429899437,0.0115423160659363,0.00656598818122127,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION",NA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5826,0.3916,NA,NA,NA,NA,NA,NA,NA,NA,3136,0.2766,6.4,0.4892,265612,135,209,2823,27632,1158.4,341,7366,118,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.000508260168968269,0.000786862039365691,0.0106282848666476,0.0043612487387618,0.00128382753791244,0.000444257036579673,0,5,NA
NA,NA,NA,"CT_NORTHEASTERN CONNECTICUT PLANNING REGION","09150",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3553,0.2409,2.1823,0.3894,2.1673,0.2953,0.5065,0.5065,1.4992,0.0955,14.4,0.1066,7.4,0.8797,95687,827,679,326,17877,403,214,1352,482,"Connecticut","Northeastern Connecticut Planning Region",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00864276233971177,0.00709605275533772,0.0034069413817969,0.00421164839528881,0.0022364584530814,0.00503725688965063,0,5,0.2409
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3085,0.5562,NA,NA,NA,NA,NA,NA,NA,NA,21.8,0.5737,11,0.4502,47416,1355,403,121,27632,66.6,92,7,79.1,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0285768516956302,0.00849924076261178,0.0025518812215286,0.00140458916821326,0.00194027332545976,0.00166821326134638,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2881,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,30649,0.5445,3205,0.7795,308211,131,8693,56604,2389,11436,4224,66968,2265.7,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00042503349977775,0.0282047039203662,0.18365340627038,0.0371044511714377,0.0137048969699329,0.00735113282783548,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.3298,NA,NA,NA,NA,NA,NA,NA,NA,12204,0.4796,5.8,0.3065,44050,131,568,747,1899,1253.4,300,117,942,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0029738933030647,0.012894438138479,0.0169580022701476,0.0284540295119183,0.00681044267877412,0.0213847900113507,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8495,0.006,NA,NA,NA,NA,NA,NA,NA,NA,16483,0.556,5.4,0.261,121507,131,232,49497,82671,5233,297,23005,502,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00107812718608804,0.00190935501658341,0.407359246792366,0.0430674775938835,0.00244430362036755,0.00413144921691754,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5882,0.7861,NA,NA,NA,NA,NA,NA,NA,NA,14772,0.4058,7.1,0.6813,10694,226,211,700,1787,4655,284,168,57.1,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.021133345801384,0.0197306901066018,0.065457265756499,0.435290817280718,0.0265569478212082,0.00533944267813727,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION",NA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8734,0.1952,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0.3227,4.2,0.1127,39717,692,595,3529,26204,1184.1,217,3433,200,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.017423269632651,0.014980990507843,0.0888536394994587,0.0298134300173729,0.00546365536168391,0.00503562706145983,0,6,NA
NA,NA,NA,"CT_NORTHWEST HILLS PLANNING REGION","09160",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5939,0.2727,1.7546,0.2558,2.2608,0.3608,0.5597,0.5597,2.0188,0.2606,14.1,0.097,5.4,0.6386,112696,876,712,351,24856,400,57,2318,448,"Connecticut","Northwest Hills Planning Region",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00777312415702421,0.00631788173493292,0.00311457372045148,0.00354937176119827,0.000505785475970753,0.00397529637254206,0,6,0.2727
NA,NA,NA,"CT_SOUTH CENTRAL CONNECTICUT PLANNING REGION",NA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9303,0.3689,NA,NA,NA,NA,NA,NA,NA,NA,17.8,0.0461,6.8,0.2203,300365,1332,329,2858,2611,1186,312,32,376,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00443460456444659,0.00109533401028748,0.00951508997386513,0.00394852928936461,0.00103873620428479,0.00125181029747141,0,7,NA
NA,NA,NA,"CT_SOUTH CENTRAL CONNECTICUT PLANNING REGION",NA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8018,0.0834,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.1779,0.06347798,0.2054,36739,278,222,2670,13480,197,47,25,167.5,NA,NA,-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0075668907700264,0.00604262500340238,0.0726748142301097,0.00536214921473094,0.00127929448270231,0.00455918778409864,0,7,NA
